id,full_name,root_name,meta_suffix
545,Cedar Door|meta|rot4|open,Cedar Door,meta|rot4|open
546,_Cedar Door Top,_Cedar Door Top,
547,_Cedar Door Top|meta|rot1|open,_Cedar Door Top,meta|rot1|open
548,_Cedar Door Top|meta|rot2|closed,_Cedar Door Top,meta|rot2|closed
549,_Cedar Door Top|meta|rot2|open,_Cedar Door Top,meta|rot2|open
550,_Cedar Door Top|meta|rot3|closed,_Cedar Door Top,meta|rot3|closed
551,_Cedar Door Top|meta|rot3|open,_Cedar Door Top,meta|rot3|open
552,_Cedar Door Top|meta|rot4|closed,_Cedar Door Top,meta|rot4|closed
553,_Cedar Door Top|meta|rot4|open,_Cedar Door Top,meta|rot4|open
554,Aspen Door,Aspen Door,
555,Aspen Door|meta|rot1|open,Aspen Door,meta|rot1|open
556,Aspen Door|meta|rot2|closed,Aspen Door,meta|rot2|closed
557,Aspen Door|meta|rot2|open,Aspen Door,meta|rot2|open
558,Aspen Door|meta|rot3|closed,Aspen Door,meta|rot3|closed
559,Aspen Door|meta|rot3|open,Aspen Door,meta|rot3|open
560,Aspen Door|meta|rot4|closed,Aspen Door,meta|rot4|closed
561,Aspen Door|meta|rot4|open,Aspen Door,meta|rot4|open
562,_Aspen Door Top,_Aspen Door Top,
563,_Aspen Door Top|meta|rot1|open,_Aspen Door Top,meta|rot1|open
564,_Aspen Door Top|meta|rot2|closed,_Aspen Door Top,meta|rot2|closed
565,_Aspen Door Top|meta|rot2|open,_Aspen Door Top,meta|rot2|open
566,_Aspen Door Top|meta|rot3|closed,_Aspen Door Top,meta|rot3|closed
567,_Aspen Door Top|meta|rot3|open,_Aspen Door Top,meta|rot3|open
568,_Aspen Door Top|meta|rot4|closed,_Aspen Door Top,meta|rot4|closed
569,_Aspen Door Top|meta|rot4|open,_Aspen Door Top,meta|rot4|open
570,Jungle Door,Jungle Door,
571,Jungle Door|meta|rot1|open,Jungle Door,meta|rot1|open
572,Jungle Door|meta|rot2|closed,Jungle Door,meta|rot2|closed
573,Jungle Door|meta|rot2|open,Jungle Door,meta|rot2|open
574,Jungle Door|meta|rot3|closed,Jungle Door,meta|rot3|closed
575,Jungle Door|meta|rot3|open,Jungle Door,meta|rot3|open
576,Jungle Door|meta|rot4|closed,Jungle Door,meta|rot4|closed
577,Jungle Door|meta|rot4|open,Jungle Door,meta|rot4|open
578,_Jungle Door Top,_Jungle Door Top,
579,_Jungle Door Top|meta|rot1|open,_Jungle Door Top,meta|rot1|open
580,_Jungle Door Top|meta|rot2|closed,_Jungle Door Top,meta|rot2|closed
581,_Jungle Door Top|meta|rot2|open,_Jungle Door Top,meta|rot2|open
582,_Jungle Door Top|meta|rot3|closed,_Jungle Door Top,meta|rot3|closed
583,_Jungle Door Top|meta|rot3|open,_Jungle Door Top,meta|rot3|open
584,_Jungle Door Top|meta|rot4|closed,_Jungle Door Top,meta|rot4|closed
585,_Jungle Door Top|meta|rot4|open,_Jungle Door Top,meta|rot4|open
586,Palm Door,Palm Door,
587,Palm Door|meta|rot1|open,Palm Door,meta|rot1|open
588,Palm Door|meta|rot2|closed,Palm Door,meta|rot2|closed
589,Palm Door|meta|rot2|open,Palm Door,meta|rot2|open
590,Palm Door|meta|rot3|closed,Palm Door,meta|rot3|closed
591,Palm Door|meta|rot3|open,Palm Door,meta|rot3|open
592,Palm Door|meta|rot4|closed,Palm Door,meta|rot4|closed
593,Palm Door|meta|rot4|open,Palm Door,meta|rot4|open
594,_Palm Door Top,_Palm Door Top,
595,_Palm Door Top|meta|rot1|open,_Palm Door Top,meta|rot1|open
596,_Palm Door Top|meta|rot2|closed,_Palm Door Top,meta|rot2|closed
597,_Palm Door Top|meta|rot2|open,_Palm Door Top,meta|rot2|open
598,_Palm Door Top|meta|rot3|closed,_Palm Door Top,meta|rot3|closed
599,_Palm Door Top|meta|rot3|open,_Palm Door Top,meta|rot3|open
600,_Palm Door Top|meta|rot4|closed,_Palm Door Top,meta|rot4|closed
601,_Palm Door Top|meta|rot4|open,_Palm Door Top,meta|rot4|open
602,Pine Trapdoor,Pine Trapdoor,
603,Pine Trapdoor|meta|rot1|open,Pine Trapdoor,meta|rot1|open
604,Pine Trapdoor|meta|rot2|closed,Pine Trapdoor,meta|rot2|closed
605,Pine Trapdoor|meta|rot2|open,Pine Trapdoor,meta|rot2|open
606,Pine Trapdoor|meta|rot3|closed,Pine Trapdoor,meta|rot3|closed
607,Pine Trapdoor|meta|rot3|open,Pine Trapdoor,meta|rot3|open
608,Pine Trapdoor|meta|rot4|closed,Pine Trapdoor,meta|rot4|closed
609,Pine Trapdoor|meta|rot4|open,Pine Trapdoor,meta|rot4|open
610,Plum Trapdoor,Plum Trapdoor,
611,Plum Trapdoor|meta|rot1|open,Plum Trapdoor,meta|rot1|open
612,Plum Trapdoor|meta|rot2|closed,Plum Trapdoor,meta|rot2|closed
613,Plum Trapdoor|meta|rot2|open,Plum Trapdoor,meta|rot2|open
614,Plum Trapdoor|meta|rot3|closed,Plum Trapdoor,meta|rot3|closed
615,Plum Trapdoor|meta|rot3|open,Plum Trapdoor,meta|rot3|open
616,Plum Trapdoor|meta|rot4|closed,Plum Trapdoor,meta|rot4|closed
617,Plum Trapdoor|meta|rot4|open,Plum Trapdoor,meta|rot4|open
618,Cedar Trapdoor,Cedar Trapdoor,
619,Cedar Trapdoor|meta|rot1|open,Cedar Trapdoor,meta|rot1|open
620,Cedar Trapdoor|meta|rot2|closed,Cedar Trapdoor,meta|rot2|closed
621,Cedar Trapdoor|meta|rot2|open,Cedar Trapdoor,meta|rot2|open
622,Cedar Trapdoor|meta|rot3|closed,Cedar Trapdoor,meta|rot3|closed
623,Cedar Trapdoor|meta|rot3|open,Cedar Trapdoor,meta|rot3|open
624,Cedar Trapdoor|meta|rot4|closed,Cedar Trapdoor,meta|rot4|closed
625,Cedar Trapdoor|meta|rot4|open,Cedar Trapdoor,meta|rot4|open
626,Aspen Trapdoor,Aspen Trapdoor,
627,Aspen Trapdoor|meta|rot1|open,Aspen Trapdoor,meta|rot1|open
628,Aspen Trapdoor|meta|rot2|closed,Aspen Trapdoor,meta|rot2|closed
629,Aspen Trapdoor|meta|rot2|open,Aspen Trapdoor,meta|rot2|open
630,Aspen Trapdoor|meta|rot3|closed,Aspen Trapdoor,meta|rot3|closed
631,Aspen Trapdoor|meta|rot3|open,Aspen Trapdoor,meta|rot3|open
632,Aspen Trapdoor|meta|rot4|closed,Aspen Trapdoor,meta|rot4|closed
633,Aspen Trapdoor|meta|rot4|open,Aspen Trapdoor,meta|rot4|open
634,Jungle Trapdoor,Jungle Trapdoor,
635,Jungle Trapdoor|meta|rot1|open,Jungle Trapdoor,meta|rot1|open
636,Jungle Trapdoor|meta|rot2|closed,Jungle Trapdoor,meta|rot2|closed
637,Jungle Trapdoor|meta|rot2|open,Jungle Trapdoor,meta|rot2|open
638,Jungle Trapdoor|meta|rot3|closed,Jungle Trapdoor,meta|rot3|closed
639,Jungle Trapdoor|meta|rot3|open,Jungle Trapdoor,meta|rot3|open
640,Jungle Trapdoor|meta|rot4|closed,Jungle Trapdoor,meta|rot4|closed
641,Jungle Trapdoor|meta|rot4|open,Jungle Trapdoor,meta|rot4|open
642,Palm Trapdoor,Palm Trapdoor,
643,Palm Trapdoor|meta|rot1|open,Palm Trapdoor,meta|rot1|open
644,Palm Trapdoor|meta|rot2|closed,Palm Trapdoor,meta|rot2|closed
645,Palm Trapdoor|meta|rot2|open,Palm Trapdoor,meta|rot2|open
646,Palm Trapdoor|meta|rot3|closed,Palm Trapdoor,meta|rot3|closed
647,Palm Trapdoor|meta|rot3|open,Palm Trapdoor,meta|rot3|open
648,Palm Trapdoor|meta|rot4|closed,Palm Trapdoor,meta|rot4|closed
649,Palm Trapdoor|meta|rot4|open,Palm Trapdoor,meta|rot4|open
650,Red Sand,Red Sand,
651,Red Sandstone Bricks,Red Sandstone Bricks,
652,Rocky Dirt,Rocky Dirt,
653,Autumn Maple Leaves,Autumn Maple Leaves,
654,Autumn Maple Leaves|TreeCanopy,Autumn Maple Leaves,TreeCanopy
655,Fallen Maple Leaves,Fallen Maple Leaves,
656,Fallen Maple Leaves|meta|rot1|top,Fallen Maple Leaves,meta|rot1|top
657,Fallen Maple Leaves|meta|rot1|side,Fallen Maple Leaves,meta|rot1|side
658,Fallen Maple Leaves|meta|rot2|side,Fallen Maple Leaves,meta|rot2|side
659,Fallen Maple Leaves|meta|rot3|side,Fallen Maple Leaves,meta|rot3|side
660,Fallen Maple Leaves|meta|rot4|side,Fallen Maple Leaves,meta|rot4|side
661,Maple Slab,Maple Slab,
662,Maple Slab|meta|rot1|top,Maple Slab,meta|rot1|top
663,Maple Slab|meta|rot1|side,Maple Slab,meta|rot1|side
664,Maple Slab|meta|rot2|side,Maple Slab,meta|rot2|side
665,Maple Slab|meta|rot3|side,Maple Slab,meta|rot3|side
666,Maple Slab|meta|rot4|side,Maple Slab,meta|rot4|side
667,Pine Slab,Pine Slab,
668,Pine Slab|meta|rot1|top,Pine Slab,meta|rot1|top
669,Pine Slab|meta|rot1|side,Pine Slab,meta|rot1|side
670,Pine Slab|meta|rot2|side,Pine Slab,meta|rot2|side
671,Pine Slab|meta|rot3|side,Pine Slab,meta|rot3|side
672,Pine Slab|meta|rot4|side,Pine Slab,meta|rot4|side
673,Plum Slab,Plum Slab,
674,Plum Slab|meta|rot1|top,Plum Slab,meta|rot1|top
675,Plum Slab|meta|rot1|side,Plum Slab,meta|rot1|side
676,Plum Slab|meta|rot2|side,Plum Slab,meta|rot2|side
677,Plum Slab|meta|rot3|side,Plum Slab,meta|rot3|side
678,Plum Slab|meta|rot4|side,Plum Slab,meta|rot4|side
679,Cedar Slab,Cedar Slab,
680,Cedar Slab|meta|rot1|top,Cedar Slab,meta|rot1|top
681,Cedar Slab|meta|rot1|side,Cedar Slab,meta|rot1|side
682,Cedar Slab|meta|rot2|side,Cedar Slab,meta|rot2|side
683,Cedar Slab|meta|rot3|side,Cedar Slab,meta|rot3|side
684,Cedar Slab|meta|rot4|side,Cedar Slab,meta|rot4|side
685,Aspen Slab,Aspen Slab,
686,Aspen Slab|meta|rot1|top,Aspen Slab,meta|rot1|top
687,Aspen Slab|meta|rot1|side,Aspen Slab,meta|rot1|side
688,Aspen Slab|meta|rot2|side,Aspen Slab,meta|rot2|side
689,Aspen Slab|meta|rot3|side,Aspen Slab,meta|rot3|side
690,Aspen Slab|meta|rot4|side,Aspen Slab,meta|rot4|side
691,Jungle Slab,Jungle Slab,
692,Jungle Slab|meta|rot1|top,Jungle Slab,meta|rot1|top
693,Jungle Slab|meta|rot1|side,Jungle Slab,meta|rot1|side
694,Jungle Slab|meta|rot2|side,Jungle Slab,meta|rot2|side
695,Jungle Slab|meta|rot3|side,Jungle Slab,meta|rot3|side
696,Jungle Slab|meta|rot4|side,Jungle Slab,meta|rot4|side
697,Palm Slab,Palm Slab,
698,Palm Slab|meta|rot1|top,Palm Slab,meta|rot1|top
699,Palm Slab|meta|rot1|side,Palm Slab,meta|rot1|side
700,Palm Slab|meta|rot2|side,Palm Slab,meta|rot2|side
701,Palm Slab|meta|rot3|side,Palm Slab,meta|rot3|side
702,Palm Slab|meta|rot4|side,Palm Slab,meta|rot4|side
703,Dirt Slab,Dirt Slab,
704,Dirt Slab|meta|rot1|top,Dirt Slab,meta|rot1|top
705,Dirt Slab|meta|rot1|side,Dirt Slab,meta|rot1|side
706,Dirt Slab|meta|rot2|side,Dirt Slab,meta|rot2|side
707,Dirt Slab|meta|rot3|side,Dirt Slab,meta|rot3|side
708,Dirt Slab|meta|rot4|side,Dirt Slab,meta|rot4|side
709,Grass Slab,Grass Slab,
710,Grass Slab|meta|rot1|top,Grass Slab,meta|rot1|top
711,Grass Slab|meta|rot1|side,Grass Slab,meta|rot1|side
712,Grass Slab|meta|rot2|side,Grass Slab,meta|rot2|side
713,Grass Slab|meta|rot3|side,Grass Slab,meta|rot3|side
714,Grass Slab|meta|rot4|side,Grass Slab,meta|rot4|side
715,Messy Stone Slab,Messy Stone Slab,
716,Messy Stone Slab|meta|rot1|top,Messy Stone Slab,meta|rot1|top
717,Messy Stone Slab|meta|rot1|side,Messy Stone Slab,meta|rot1|side
718,Messy Stone Slab|meta|rot2|side,Messy Stone Slab,meta|rot2|side
719,Messy Stone Slab|meta|rot3|side,Messy Stone Slab,meta|rot3|side
720,Messy Stone Slab|meta|rot4|side,Messy Stone Slab,meta|rot4|side
721,Stone Slab,Stone Slab,
722,Stone Slab|meta|rot1|top,Stone Slab,meta|rot1|top
723,Stone Slab|meta|rot1|side,Stone Slab,meta|rot1|side
724,Stone Slab|meta|rot2|side,Stone Slab,meta|rot2|side
725,Stone Slab|meta|rot3|side,Stone Slab,meta|rot3|side
726,Stone Slab|meta|rot4|side,Stone Slab,meta|rot4|side
727,Smooth Stone Slab,Smooth Stone Slab,
728,Smooth Stone Slab|meta|rot1|top,Smooth Stone Slab,meta|rot1|top
729,Smooth Stone Slab|meta|rot1|side,Smooth Stone Slab,meta|rot1|side
730,Smooth Stone Slab|meta|rot2|side,Smooth Stone Slab,meta|rot2|side
731,Smooth Stone Slab|meta|rot3|side,Smooth Stone Slab,meta|rot3|side
732,Smooth Stone Slab|meta|rot4|side,Smooth Stone Slab,meta|rot4|side
733,Engraved Stone Slab,Engraved Stone Slab,
734,Engraved Stone Slab|meta|rot1|top,Engraved Stone Slab,meta|rot1|top
735,Engraved Stone Slab|meta|rot1|side,Engraved Stone Slab,meta|rot1|side
736,Engraved Stone Slab|meta|rot2|side,Engraved Stone Slab,meta|rot2|side
737,Engraved Stone Slab|meta|rot3|side,Engraved Stone Slab,meta|rot3|side
738,Engraved Stone Slab|meta|rot4|side,Engraved Stone Slab,meta|rot4|side
739,Stone Bricks Slab,Stone Bricks Slab,
740,Stone Bricks Slab|meta|rot1|top,Stone Bricks Slab,meta|rot1|top
741,Stone Bricks Slab|meta|rot1|side,Stone Bricks Slab,meta|rot1|side
742,Stone Bricks Slab|meta|rot2|side,Stone Bricks Slab,meta|rot2|side
743,Stone Bricks Slab|meta|rot3|side,Stone Bricks Slab,meta|rot3|side
744,Stone Bricks Slab|meta|rot4|side,Stone Bricks Slab,meta|rot4|side
745,Mossy Stone Slab,Mossy Stone Slab,
746,Mossy Stone Slab|meta|rot1|top,Mossy Stone Slab,meta|rot1|top
747,Mossy Stone Slab|meta|rot1|side,Mossy Stone Slab,meta|rot1|side
748,Mossy Stone Slab|meta|rot2|side,Mossy Stone Slab,meta|rot2|side
749,Mossy Stone Slab|meta|rot3|side,Mossy Stone Slab,meta|rot3|side
750,Mossy Stone Slab|meta|rot4|side,Mossy Stone Slab,meta|rot4|side
751,Mossy Stone Bricks Slab,Mossy Stone Bricks Slab,
752,Mossy Stone Bricks Slab|meta|rot1|top,Mossy Stone Bricks Slab,meta|rot1|top
753,Mossy Stone Bricks Slab|meta|rot1|side,Mossy Stone Bricks Slab,meta|rot1|side
754,Mossy Stone Bricks Slab|meta|rot2|side,Mossy Stone Bricks Slab,meta|rot2|side
755,Mossy Stone Bricks Slab|meta|rot3|side,Mossy Stone Bricks Slab,meta|rot3|side
756,Mossy Stone Bricks Slab|meta|rot4|side,Mossy Stone Bricks Slab,meta|rot4|side
757,Andesite Slab,Andesite Slab,
758,Andesite Slab|meta|rot1|top,Andesite Slab,meta|rot1|top
759,Andesite Slab|meta|rot1|side,Andesite Slab,meta|rot1|side
760,Andesite Slab|meta|rot2|side,Andesite Slab,meta|rot2|side
761,Andesite Slab|meta|rot3|side,Andesite Slab,meta|rot3|side
762,Andesite Slab|meta|rot4|side,Andesite Slab,meta|rot4|side
763,Smooth Andesite Slab,Smooth Andesite Slab,
764,Smooth Andesite Slab|meta|rot1|top,Smooth Andesite Slab,meta|rot1|top
765,Smooth Andesite Slab|meta|rot1|side,Smooth Andesite Slab,meta|rot1|side
766,Smooth Andesite Slab|meta|rot2|side,Smooth Andesite Slab,meta|rot2|side
767,Smooth Andesite Slab|meta|rot3|side,Smooth Andesite Slab,meta|rot3|side
768,Smooth Andesite Slab|meta|rot4|side,Smooth Andesite Slab,meta|rot4|side
769,Engraved Andesite Slab,Engraved Andesite Slab,
770,Engraved Andesite Slab|meta|rot1|top,Engraved Andesite Slab,meta|rot1|top
771,Engraved Andesite Slab|meta|rot1|side,Engraved Andesite Slab,meta|rot1|side
772,Engraved Andesite Slab|meta|rot2|side,Engraved Andesite Slab,meta|rot2|side
773,Engraved Andesite Slab|meta|rot3|side,Engraved Andesite Slab,meta|rot3|side
774,Engraved Andesite Slab|meta|rot4|side,Engraved Andesite Slab,meta|rot4|side
775,Andesite Bricks Slab,Andesite Bricks Slab,
776,Andesite Bricks Slab|meta|rot1|top,Andesite Bricks Slab,meta|rot1|top
777,Andesite Bricks Slab|meta|rot1|side,Andesite Bricks Slab,meta|rot1|side
778,Andesite Bricks Slab|meta|rot2|side,Andesite Bricks Slab,meta|rot2|side
779,Andesite Bricks Slab|meta|rot3|side,Andesite Bricks Slab,meta|rot3|side
780,Andesite Bricks Slab|meta|rot4|side,Andesite Bricks Slab,meta|rot4|side
781,Diorite Slab,Diorite Slab,
782,Diorite Slab|meta|rot1|top,Diorite Slab,meta|rot1|top
783,Diorite Slab|meta|rot1|side,Diorite Slab,meta|rot1|side
784,Diorite Slab|meta|rot2|side,Diorite Slab,meta|rot2|side
785,Diorite Slab|meta|rot3|side,Diorite Slab,meta|rot3|side
786,Diorite Slab|meta|rot4|side,Diorite Slab,meta|rot4|side
787,Smooth Diorite Slab,Smooth Diorite Slab,
788,Smooth Diorite Slab|meta|rot1|top,Smooth Diorite Slab,meta|rot1|top
789,Smooth Diorite Slab|meta|rot1|side,Smooth Diorite Slab,meta|rot1|side
790,Smooth Diorite Slab|meta|rot2|side,Smooth Diorite Slab,meta|rot2|side
791,Smooth Diorite Slab|meta|rot3|side,Smooth Diorite Slab,meta|rot3|side
792,Smooth Diorite Slab|meta|rot4|side,Smooth Diorite Slab,meta|rot4|side
793,Engraved Diorite Slab,Engraved Diorite Slab,
794,Engraved Diorite Slab|meta|rot1|top,Engraved Diorite Slab,meta|rot1|top
795,Engraved Diorite Slab|meta|rot1|side,Engraved Diorite Slab,meta|rot1|side
796,Engraved Diorite Slab|meta|rot2|side,Engraved Diorite Slab,meta|rot2|side
797,Engraved Diorite Slab|meta|rot3|side,Engraved Diorite Slab,meta|rot3|side
798,Engraved Diorite Slab|meta|rot4|side,Engraved Diorite Slab,meta|rot4|side
799,Diorite Bricks Slab,Diorite Bricks Slab,
800,Diorite Bricks Slab|meta|rot1|top,Diorite Bricks Slab,meta|rot1|top
801,Diorite Bricks Slab|meta|rot1|side,Diorite Bricks Slab,meta|rot1|side
802,Diorite Bricks Slab|meta|rot2|side,Diorite Bricks Slab,meta|rot2|side
803,Diorite Bricks Slab|meta|rot3|side,Diorite Bricks Slab,meta|rot3|side
804,Diorite Bricks Slab|meta|rot4|side,Diorite Bricks Slab,meta|rot4|side
805,Granite Slab,Granite Slab,
806,Granite Slab|meta|rot1|top,Granite Slab,meta|rot1|top
807,Granite Slab|meta|rot1|side,Granite Slab,meta|rot1|side
808,Granite Slab|meta|rot2|side,Granite Slab,meta|rot2|side
809,Granite Slab|meta|rot3|side,Granite Slab,meta|rot3|side
810,Granite Slab|meta|rot4|side,Granite Slab,meta|rot4|side
811,Smooth Granite Slab,Smooth Granite Slab,
812,Smooth Granite Slab|meta|rot1|top,Smooth Granite Slab,meta|rot1|top
813,Smooth Granite Slab|meta|rot1|side,Smooth Granite Slab,meta|rot1|side
814,Smooth Granite Slab|meta|rot2|side,Smooth Granite Slab,meta|rot2|side
815,Smooth Granite Slab|meta|rot3|side,Smooth Granite Slab,meta|rot3|side
816,Smooth Granite Slab|meta|rot4|side,Smooth Granite Slab,meta|rot4|side
817,Engraved Granite Slab,Engraved Granite Slab,
818,Engraved Granite Slab|meta|rot1|top,Engraved Granite Slab,meta|rot1|top
819,Engraved Granite Slab|meta|rot1|side,Engraved Granite Slab,meta|rot1|side
820,Engraved Granite Slab|meta|rot2|side,Engraved Granite Slab,meta|rot2|side
821,Engraved Granite Slab|meta|rot3|side,Engraved Granite Slab,meta|rot3|side
822,Engraved Granite Slab|meta|rot4|side,Engraved Granite Slab,meta|rot4|side
823,Granite Bricks Slab,Granite Bricks Slab,
824,Granite Bricks Slab|meta|rot1|top,Granite Bricks Slab,meta|rot1|top
825,Granite Bricks Slab|meta|rot1|side,Granite Bricks Slab,meta|rot1|side
826,Granite Bricks Slab|meta|rot2|side,Granite Bricks Slab,meta|rot2|side
827,Granite Bricks Slab|meta|rot3|side,Granite Bricks Slab,meta|rot3|side
828,Granite Bricks Slab|meta|rot4|side,Granite Bricks Slab,meta|rot4|side
829,Sandstone Slab,Sandstone Slab,
830,Sandstone Slab|meta|rot1|top,Sandstone Slab,meta|rot1|top
831,Sandstone Slab|meta|rot1|side,Sandstone Slab,meta|rot1|side
832,Sandstone Slab|meta|rot2|side,Sandstone Slab,meta|rot2|side
833,Sandstone Slab|meta|rot3|side,Sandstone Slab,meta|rot3|side
834,Sandstone Slab|meta|rot4|side,Sandstone Slab,meta|rot4|side
835,Smooth Sandstone Slab,Smooth Sandstone Slab,
836,Smooth Sandstone Slab|meta|rot1|top,Smooth Sandstone Slab,meta|rot1|top
837,Smooth Sandstone Slab|meta|rot1|side,Smooth Sandstone Slab,meta|rot1|side
838,Smooth Sandstone Slab|meta|rot2|side,Smooth Sandstone Slab,meta|rot2|side
839,Smooth Sandstone Slab|meta|rot3|side,Smooth Sandstone Slab,meta|rot3|side
840,Smooth Sandstone Slab|meta|rot4|side,Smooth Sandstone Slab,meta|rot4|side
841,Engraved Sandstone Slab,Engraved Sandstone Slab,
842,Engraved Sandstone Slab|meta|rot1|top,Engraved Sandstone Slab,meta|rot1|top
843,Engraved Sandstone Slab|meta|rot1|side,Engraved Sandstone Slab,meta|rot1|side
844,Engraved Sandstone Slab|meta|rot2|side,Engraved Sandstone Slab,meta|rot2|side
845,Engraved Sandstone Slab|meta|rot3|side,Engraved Sandstone Slab,meta|rot3|side
846,Engraved Sandstone Slab|meta|rot4|side,Engraved Sandstone Slab,meta|rot4|side
847,Marked Sandstone Slab,Marked Sandstone Slab,
848,Marked Sandstone Slab|meta|rot1|top,Marked Sandstone Slab,meta|rot1|top
849,Marked Sandstone Slab|meta|rot1|side,Marked Sandstone Slab,meta|rot1|side
850,Marked Sandstone Slab|meta|rot2|side,Marked Sandstone Slab,meta|rot2|side
851,Marked Sandstone Slab|meta|rot3|side,Marked Sandstone Slab,meta|rot3|side
852,Marked Sandstone Slab|meta|rot4|side,Marked Sandstone Slab,meta|rot4|side
853,Sandstone Bricks Slab,Sandstone Bricks Slab,
854,Sandstone Bricks Slab|meta|rot1|top,Sandstone Bricks Slab,meta|rot1|top
855,Sandstone Bricks Slab|meta|rot1|side,Sandstone Bricks Slab,meta|rot1|side
856,Sandstone Bricks Slab|meta|rot2|side,Sandstone Bricks Slab,meta|rot2|side
857,Sandstone Bricks Slab|meta|rot3|side,Sandstone Bricks Slab,meta|rot3|side
858,Sandstone Bricks Slab|meta|rot4|side,Sandstone Bricks Slab,meta|rot4|side
859,Red Sandstone Slab,Red Sandstone Slab,
860,Red Sandstone Slab|meta|rot1|top,Red Sandstone Slab,meta|rot1|top
861,Red Sandstone Slab|meta|rot1|side,Red Sandstone Slab,meta|rot1|side
862,Red Sandstone Slab|meta|rot2|side,Red Sandstone Slab,meta|rot2|side
863,Red Sandstone Slab|meta|rot3|side,Red Sandstone Slab,meta|rot3|side
864,Red Sandstone Slab|meta|rot4|side,Red Sandstone Slab,meta|rot4|side
865,Smooth Red Sandstone Slab,Smooth Red Sandstone Slab,
866,Smooth Red Sandstone Slab|meta|rot1|top,Smooth Red Sandstone Slab,meta|rot1|top
867,Smooth Red Sandstone Slab|meta|rot1|side,Smooth Red Sandstone Slab,meta|rot1|side
868,Smooth Red Sandstone Slab|meta|rot2|side,Smooth Red Sandstone Slab,meta|rot2|side
869,Smooth Red Sandstone Slab|meta|rot3|side,Smooth Red Sandstone Slab,meta|rot3|side
870,Smooth Red Sandstone Slab|meta|rot4|side,Smooth Red Sandstone Slab,meta|rot4|side
871,Engraved Red Sandstone Slab,Engraved Red Sandstone Slab,
872,Engraved Red Sandstone Slab|meta|rot1|top,Engraved Red Sandstone Slab,meta|rot1|top
873,Engraved Red Sandstone Slab|meta|rot1|side,Engraved Red Sandstone Slab,meta|rot1|side
874,Engraved Red Sandstone Slab|meta|rot2|side,Engraved Red Sandstone Slab,meta|rot2|side
875,Engraved Red Sandstone Slab|meta|rot3|side,Engraved Red Sandstone Slab,meta|rot3|side
876,Engraved Red Sandstone Slab|meta|rot4|side,Engraved Red Sandstone Slab,meta|rot4|side
877,Marked Red Sandstone Slab,Marked Red Sandstone Slab,
878,Marked Red Sandstone Slab|meta|rot1|top,Marked Red Sandstone Slab,meta|rot1|top
879,Marked Red Sandstone Slab|meta|rot1|side,Marked Red Sandstone Slab,meta|rot1|side
880,Marked Red Sandstone Slab|meta|rot2|side,Marked Red Sandstone Slab,meta|rot2|side
881,Marked Red Sandstone Slab|meta|rot3|side,Marked Red Sandstone Slab,meta|rot3|side
882,Marked Red Sandstone Slab|meta|rot4|side,Marked Red Sandstone Slab,meta|rot4|side
883,Red Sandstone Bricks Slab,Red Sandstone Bricks Slab,
884,Red Sandstone Bricks Slab|meta|rot1|top,Red Sandstone Bricks Slab,meta|rot1|top
885,Red Sandstone Bricks Slab|meta|rot1|side,Red Sandstone Bricks Slab,meta|rot1|side
886,Red Sandstone Bricks Slab|meta|rot2|side,Red Sandstone Bricks Slab,meta|rot2|side
887,Red Sandstone Bricks Slab|meta|rot3|side,Red Sandstone Bricks Slab,meta|rot3|side
