id,root_name,asset_type,confidence,tex_top,tex_side,tex_bottom,tex_front,tex_all,model_file,fuzzy_2,fuzzy_3,status,final_top,final_side,final_bottom,final_front,final_all,final_model
416,Purple Bed,3d_model,high (exact),,,,,,Purple Bed,,,resolved,,,,,,Purple Bed
420,_Purple Bed Head,3d_model,high (exact),,,,,,_Purple Bed Head,,,resolved,,,,,,_Purple Bed Head
424,Blue Bed,3d_model,high (exact),,,,,,Blue Bed,,,resolved,,,,,,Blue Bed
428,_Blue Bed Head,3d_model,high (exact),,,,,,_Blue Bed Head,,,resolved,,,,,,_Blue Bed Head
432,Brown Bed,3d_model,high (exact),,,,,,Brown Bed,,,resolved,,,,,,Brown Bed
436,_Brown Bed Head,3d_model,high (exact),,,,,,_Brown Bed Head,,,resolved,,,,,,_Brown Bed Head
440,Green Bed,3d_model,high (exact),,,,,,Green Bed,,,resolved,,,,,,Green Bed
444,_Green Bed Head,3d_model,high (exact),,,,,,_Green Bed Head,,,resolved,,,,,,_Green Bed Head
448,Red Bed,3d_model,high (exact),,,,,,Red Bed,,,resolved,,,,,,Red Bed
452,_Red Bed Head,3d_model,high (exact),,,,,,_Red Bed Head,,,resolved,,,,,,_Red Bed Head
456,Black Bed,3d_model,high (exact),,,,,,Black Bed,,,resolved,,,,,,Black Bed
460,_Black Bed Head,3d_model,high (exact),,,,,,_Black Bed Head,,,resolved,,,,,,_Black Bed Head
464,Apple Block,texture,multi_face,apple_block_top,apple_block_side,apple_block_bottom,,,,,,resolved,apple_block_top,apple_block_side,apple_block_bottom,apple_block_side,,
465,Moonstone Ore,texture,exact,,,,,moonstone_ore,,,,resolved,moonstone_ore,moonstone_ore,moonstone_ore,,moonstone_ore,
466,Moonstone Chest,texture,multi_face,moonstone_chest_top,moonstone_chest_side,moonstone_chest_bottom,moonstone_chest_front,,,,,resolved,moonstone_chest_bottom,moonstone_chest_side,moonstone_chest_bottom,moonstone_chest_front,,
470,Block of Moonstone,texture,exact,,,,,moonstone_block,,,,resolved,moonstone_block,moonstone_block,moonstone_block,,moonstone_block,
471,Magma,texture,exact,,,,,magma,,,,resolved,magma,magma,magma,,magma,
472,Useless Soil,texture,low,,,,,,,fertilised_soil,,resolved,podzol_top,,,,podzol_top,
473,Marked Sandstone,texture,low,,,,,,,chiseled_sandstone,cut_sandstone,resolved,,,,,cut_sandstone,
474,Red Sandstone,texture,exact,,,,,red_sandstone,,,,resolved,red_sandstone,red_sandstone,red_sandstone,,red_sandstone,
475,Smooth Red Sandstone,texture,low,,,,,,,red_sandstone,chiseled_red_sandstone,resolved,,,,,red_sandstone_top,
476,Engraved Red Sandstone,texture,low,,,,,,,red_sandstone,chiseled_red_sandstone,resolved,,,,,chiseled_red_sandstone,
477,Marked Red Sandstone,texture,low,,,,,,,red_sandstone,chiseled_red_sandstone,resolved,,,,,cut_red_sandstone,
478,Green Stone,texture,exact,,,,,green_stone,,,,resolved,green_stone,green_stone,green_stone,,green_stone,
479,Green Bricks,texture,exact,,,,,green_bricks,,,,resolved,green_bricks,green_bricks,green_bricks,,green_bricks,
480,Dark Green Bricks,texture,exact,,,,,dark_green_bricks,,,,resolved,dark_green_bricks,dark_green_bricks,dark_green_bricks,,dark_green_bricks,
481,Sandstone Bricks,texture,low,,,,,,,chiseled_sandstone,cut_sandstone,resolved,,,,,sandstone_brick,
482,Engraved Diorite,texture,exact,,,,,engraved_diorite,,,,resolved,engraved_diorite,engraved_diorite,engraved_diorite,,engraved_diorite,
483,Diorite Bricks,texture,low,,,,,,,diorite_brick,engraved_diorite,resolved,,,,,diorite_brick,
484,Engraved Andesite,texture,exact,,,,,engraved_andesite,,,,resolved,engraved_andesite,engraved_andesite,engraved_andesite,,engraved_andesite,
485,Andesite Bricks,texture,low,,,,,,,andesite_brick,engraved_andesite,resolved,,,,,andesite_brick,
486,Engraved Granite,texture,exact,,,,,engraved_granite,,,,resolved,engraved_granite,engraved_granite,engraved_granite,,engraved_granite,
487,Granite Bricks,texture,low,,,,,,,engraved_granite,granite_brick,resolved,,,,,granite_brick,
488,Ice Bricks,texture,low,,,,,,,ice,green_bricks,resolved,,,,,ice_brick,
489,Placeholder Packed Ice,texture,low,,,,,,,ice,placeholder,resolved,,,,,ice_brick,
490,Placeholder Blue Ice,texture,low,,,,,,,ice,placeholder,resolved,,,,,ice_brick,
491,Plum Leaves,texture,exact,,,,,leaves_plum,,,,resolved,leaves_plum,leaves_plum,leaves_plum,,leaves_plum,
492,Cedar Leaves,texture,exact,,,,,leaves_cedar,,,,resolved,leaves_cedar,leaves_cedar,leaves_cedar,,leaves_cedar,
493,Palm Leaves,texture,exact,,,,,leaves_palm,,,,resolved,leaves_palm,leaves_palm,leaves_palm,,leaves_palm,
502,Palm Log,texture,exact,,,,,log_palm,,,,resolved,log_palm,log_palm,log_palm,,log_palm,
504,Palm Wood Planks,texture,low,,,,,,,planks_palm,black_planks,resolved,,,,,planks_palm,
505,Palm Sapling,3d_model,high (exact),,,,,,Palm Sapling,,,resolved,,,,,,Palm Sapling
506,Pine Door,3d_model,high (exact),,,,,,Pine Door,,,resolved,,,,,,Pine Door
514,_Pine Door Top,3d_model,high (exact),,,,,,_Pine Door Top,,,resolved,,,,,,_Pine Door Top
522,Plum Door,3d_model,high (exact),,,,,,Plum Door,,,resolved,,,,,,Plum Door
530,_Plum Door Top,3d_model,high (exact),,,,,,_Plum Door Top,,,resolved,,,,,,_Plum Door Top
538,Cedar Door,3d_model,high (exact),,,,,,Cedar Door,,,resolved,,,,,,Cedar Door
546,_Cedar Door Top,3d_model,high (exact),,,,,,_Cedar Door Top,,,resolved,,,,,,_Cedar Door Top
554,Aspen Door,3d_model,high (exact),,,,,,Aspen Door,,,resolved,,,,,,Aspen Door
562,_Aspen Door Top,3d_model,high (exact),,,,,,_Aspen Door Top,,,resolved,,,,,,_Aspen Door Top
570,Jungle Door,3d_model,high (exact),,,,,,Jungle Door,,,resolved,,,,,,Jungle Door
578,_Jungle Door Top,3d_model,high (exact),,,,,,_Jungle Door Top,,,resolved,,,,,,_Jungle Door Top
586,Palm Door,3d_model,high (exact),,,,,,Palm Door,,,resolved,,,,,,Palm Door
594,_Palm Door Top,3d_model,high (exact),,,,,,_Palm Door Top,,,resolved,,,,,,_Palm Door Top
602,Pine Trapdoor,3d_model,high (exact),,,,,,Pine Trapdoor,,,resolved,,,,,,Pine Trapdoor
610,Plum Trapdoor,3d_model,high (exact),,,,,,Plum Trapdoor,,,resolved,,,,,,Plum Trapdoor
618,Cedar Trapdoor,3d_model,high (exact),,,,,,Cedar Trapdoor,,,resolved,,,,,,Cedar Trapdoor
626,Aspen Trapdoor,3d_model,high (exact),,,,,,Aspen Trapdoor,,,resolved,,,,,,Aspen Trapdoor
634,Jungle Trapdoor,3d_model,high (exact),,,,,,Jungle Trapdoor,,,resolved,,,,,,Jungle Trapdoor
642,Palm Trapdoor,3d_model,high (exact),,,,,,Palm Trapdoor,,,resolved,,,,,,Palm Trapdoor
650,Red Sand,texture,exact,,,,,red_sand,,,,resolved,red_sand,red_sand,red_sand,,red_sand,
651,Red Sandstone Bricks,texture,low,,,,,,,red_sandstone,chalk_bricks_red,resolved,,,,,red_sandstone_brick,
652,Rocky Dirt,texture,exact,,,,,rocky_dirt,,,,resolved,rocky_dirt,rocky_dirt,rocky_dirt,,rocky_dirt,
653,Autumn Maple Leaves,texture,low,,,,,,,leaves_maple_autumn,leaves_maple,resolved,,,,,leaves_maple_autumn,
655,Fallen Maple Leaves,texture,multi_face,,fallen_maple_leaves_side,,,,,,,resolved,,fallen_maple_leaves_side,,,fallen_maple_leaves_side,
661,Maple Slab,texture,multi_face,,slab_maple_side,,,,,,,resolved,planks_maple,slab_maple_side,planks_maple,,,
667,Pine Slab,texture,multi_face,,slab_pine_side,,,,,,,resolved,planks_pine,slab_pine_side,planks_pine,,,
673,Plum Slab,texture,multi_face,,slab_plum_side,,,,,,,resolved,planks_plum,slab_plum_side,planks_plum,,,
679,Cedar Slab,texture,multi_face,,slab_cedar_side,,,,,,,resolved,planks_cedar,slab_cedar_side,planks_cedar,,,
685,Aspen Slab,texture,multi_face,,slab_aspen_side,,,,,,,resolved,planks_aspen,slab_aspen_side,planks_aspen,,,
691,Jungle Slab,texture,multi_face,,slab_jungle_side,,,,,,,resolved,planks_jungle,slab_jungle_side,planks_jungle,,,
697,Palm Slab,texture,multi_face,,slab_palm_side,,,,,,,resolved,planks_palm,slab_palm_side,planks_palm,,,
703,Dirt Slab,texture,multi_face,,slab_dirt_side,,,,,,,resolved,dirt,slab_dirt_side,dirt,,,
709,Grass Slab,texture,low,,,,,,,slab_grass_top_side,slab_jungle_grass_top_side,resolved,grass_top,slab_grass_top_side,grass_top,slab_grass_top_side,,
715,Messy Stone Slab,texture,low,,,,,,,messy_stone,carved_messy_stone,resolved,messy_stone,slab_cobblestone_side,messy_stone,,,
721,Stone Slab,texture,multi_face,,slab_stone_side,,,,,,,special,,,,,,
727,Smooth Stone Slab,texture,multi_face,,slab_smooth_stone_side,,,,,,,resolved,,slab_smooth_stone_side,smooth_stone,,smooth_stone,
733,Engraved Stone Slab,texture,low,,,,,,,slab_stone_side,slab_engraved_andesite_side,resolved,stonebrick_carved,slab_stonebrick_carved_side,stonebrick_carved,,,
739,Stone Bricks Slab,texture,low,,,,,,,slab_stone_side,slab_smooth_stone_side,resolved,stonebrick,slab_stonebrick_side,stonebrick,,,
745,Mossy Stone Slab,texture,low,,,,,,,slab_stone_side,slab_mossy_cobblestone_side,resolved,mossy_cobblestone,slab_mossy_cobblestone_side,cobblestone_mossy,,,
751,Mossy Stone Bricks Slab,texture,low,,,,,,,slab_stone_side,slab_mossy_cobblestone_side,resolved,stonebrick_mossy,slab_stonebrick_mossy_side,stonebrick_mossy,,,
757,Andesite Slab,texture,low,,,,,,,slab_andesite_brick_side,slab_engraved_andesite_side,resolved,stone_andesite,slab_stone_andesite_side,stone_andesite,,,
763,Smooth Andesite Slab,texture,low,,,,,,,slab_stone_andesite_smooth_side,stone_andesite_smooth,resolved,stone_andesite_smooth,slab_stone_andesite_smooth_side,stone_andesite_smooth,,,
769,Engraved Andesite Slab,texture,multi_face,,slab_engraved_andesite_side,,,,,,,resolved,engraved_andesite,slab_engraved_andesite_side,engraved_andesite,,,
775,Andesite Bricks Slab,texture,low,,,,,,,slab_andesite_brick_side,slab_engraved_andesite_side,resolved,andesite_brick,slab_andesite_brick_side,andesite_brick,,,
781,Diorite Slab,texture,low,,,,,,,slab_diorite_brick_side,slab_engraved_diorite_side,resolved,stone_diorite,slab_stone_diorite_side,stone_diorite,,,
787,Smooth Diorite Slab,texture,low,,,,,,,slab_stone_diorite_smooth_side,stone_diorite_smooth,resolved,stone_diorite_smooth,slab_stone_diorite_smooth_side,stone_diorite_smooth,,,
793,Engraved Diorite Slab,texture,multi_face,,slab_engraved_diorite_side,,,,,,,resolved,engraved_diorite,slab_engraved_diorite_side,engraved_diorite,,,
799,Diorite Bricks Slab,texture,low,,,,,,,slab_diorite_brick_side,slab_engraved_diorite_side,resolved,diorite_brick,slab_diorite_brick_side,diorite_brick,,,
805,Granite Slab,texture,low,,,,,,,slab_engraved_granite_side,slab_granite_brick_side,resolved,stone_granite,slab_stone_granite_side,stone_granite,,,
811,Smooth Granite Slab,texture,low,,,,,,,slab_stone_granite_smooth_side,stone_granite_smooth,resolved,stone_granite_smooth,slab_stone_granite_smooth_side,stone_granite_smooth,,,
817,Engraved Granite Slab,texture,multi_face,,slab_engraved_granite_side,,,,,,,resolved,engraved_granite,slab_engraved_granite_side,engraved_granite,,,
823,Granite Bricks Slab,texture,low,,,,,,,slab_engraved_granite_side,slab_granite_brick_side,resolved,granite_brick,slab_granite_brick_side,granite_brick,,,
829,Sandstone Slab,texture,low,,,,,,,slab_chiseled_sandstone_side,slab_cut_sandstone_side,resolved,sandstone_normal,slab_sandstone_normal_side,sandstone_normal,,,
835,Smooth Sandstone Slab,texture,low,,,,,,,slab_chiseled_sandstone_side,slab_cut_sandstone_side,resolved,,,,,sandstone_top,
841,Engraved Sandstone Slab,texture,low,,,,,,,slab_chiseled_sandstone_side,slab_cut_sandstone_side,resolved,chiseled_sandstone,slab_chiseled_sandstone_side,chiseled_sandstone,slab_chiseled_sandstone_side,,
847,Marked Sandstone Slab,texture,low,,,,,,,slab_chiseled_sandstone_side,slab_cut_sandstone_side,resolved,cut_sandstone,slab_cut_sandstone_side,cut_sandstone,,,
853,Sandstone Bricks Slab,texture,low,,,,,,,slab_chiseled_sandstone_side,slab_cut_sandstone_side,resolved,sandstone_brick,slab_sandstone_brick_side,sandstone_brick,,,
859,Red Sandstone Slab,texture,multi_face,,slab_red_sandstone_side,,,,,,,resolved,red_sandstone,slab_red_sandstone_side,red_sandstone,,,
865,Smooth Red Sandstone Slab,texture,low,,,,,,,slab_red_sandstone_side,slab_chiseled_red_sandstone_side,resolved,,,,,red_sandstone_top,
871,Engraved Red Sandstone Slab,texture,low,,,,,,,slab_red_sandstone_side,slab_chiseled_red_sandstone_side,resolved,chiseled_red_sandstone,slab_chiseled_red_sandstone_side,chiseled_red_sandstone,,,
877,Marked Red Sandstone Slab,texture,low,,,,,,,slab_red_sandstone_side,slab_chiseled_red_sandstone_side,resolved,cut_red_sandstone,slab_cut_red_sandstone_side,cut_red_sandstone,slab_cut_red_sandstone_side,,
883,Red Sandstone Bricks Slab,texture,low,,,,,,,slab_red_sandstone_side,chalk_bricks_slab_side_red,resolved,red_sandstone_brick,slab_red_sandstone_brick_side,red_sandstone_brick,,,
889,Bricks Slab,texture,low,,,,,,,chalk_bricks_slab_side_black,chalk_bricks_slab_side_blue,resolved,brick,slab_brick_side,brick,,,
895,Ice Bricks Slab,texture,low,,,,,,,slab_ice_brick_side,chalk_bricks_slab_side_black,resolved,ice_brick,slab_ice_brick_side,ice_brick,,,
907,Plum Block,texture,multi_face,plum_block_top,plum_block_side,plum_block_bottom,,,,,,resolved,plum_block_top,plum_block_side,plum_block_bottom,,,
908,Coconut Block,texture,multi_face,coconut_block_top,coconut_block_side,coconut_block_bottom,,,,,,resolved,coconut_block_top,coconut_block_side,coconut_block_bottom,,,
909,Pear Log,texture,exact,,,,,log_pear,,,,resolved,log_pear,log_pear,log_pear,,log_pear,
910,Pear Wood Planks,texture,low,,,,,,,planks_pear,pear,resolved,planks_pear,,,,planks_pear,
911,Pear Leaves,texture,exact,,,,,leaves_pear,,,,resolved,leaves_pear,leaves_pear,leaves_pear,,leaves_pear,
912,Pear Door,3d_model,high (exact),,,,,,Pear Door,,,resolved,,,,,,Pear Door
920,_Pear Door Top,3d_model,high (exact),,,,,,_Pear Door Top,,,resolved,,,,,,_Pear Door Top
928,Pear Trapdoor,3d_model,high (exact),,,,,,Pear Trapdoor,,,resolved,,,,,,Pear Trapdoor
936,Pear Sapling,3d_model,high (exact),,,,,,Pear Sapling,,,resolved,,,,,,Pear Sapling
939,Pear Slab,texture,multi_face,,slab_pear_side,,,,,,,resolved,planks_pear,slab_pear_side,planks_pear,,,
945,Pear Block,texture,multi_face,pear_block_top,pear_block_side,pear_block_bottom,,,,,,resolved,pear_block_top,pear_block_side,pear_block_bottom,,,
946,Compressed Messy Stone,texture,exact,,,,,compressed_messy_stone,,,,resolved,compressed_messy_stone,compressed_messy_stone,compressed_messy_stone,,compressed_messy_stone,
947,Extra Compressed Messy Stone,texture,exact,,,,,extra_compressed_messy_stone,,,,resolved,extra_compressed_messy_stone,extra_compressed_messy_stone,extra_compressed_messy_stone,,extra_compressed_messy_stone,
948,Super Compressed Messy Stone,texture,exact,,,,,super_compressed_messy_stone,,,,resolved,super_compressed_messy_stone,super_compressed_messy_stone,super_compressed_messy_stone,,super_compressed_messy_stone,
949,Hyper Compressed Messy Stone,texture,exact,,,,,hyper_compressed_messy_stone,,,,resolved,hyper_compressed_messy_stone,hyper_compressed_messy_stone,hyper_compressed_messy_stone,,hyper_compressed_messy_stone,
950,Ultra Compressed Messy Stone,texture,exact,,,,,ultra_compressed_messy_stone,,,,resolved,ultra_compressed_messy_stone,ultra_compressed_messy_stone,ultra_compressed_messy_stone,,ultra_compressed_messy_stone,
951,Mega Compressed Messy Stone,texture,exact,,,,,mega_compressed_messy_stone,,,,resolved,mega_compressed_messy_stone,mega_compressed_messy_stone,mega_compressed_messy_stone,,mega_compressed_messy_stone,
952,Board,3d_model,high (exact),,,,,,Board,,,resolved,,,,,,Board
956,Net,3d_model,high (exact),,,,,,Net,,,resolved,,,,,,Net
957,Cobweb,3d_model,high (exact),,,,,,Cobweb,,,resolved,,,,,,Cobweb
958,Brown Mushroom Block,texture,exact,,,,,brown_mushroom_block,,,,resolved,brown_mushroom_block,brown_mushroom_block,brown_mushroom_block,,brown_mushroom_block,
959,Red Mushroom Block,texture,exact,,,,,red_mushroom_block,,,,resolved,red_mushroom_block,red_mushroom_block,red_mushroom_block,,red_mushroom_block,
960,Mushroom Stem,texture,exact,,,,,mushroom_stem,,,,resolved,mushroom_stem,mushroom_stem,mushroom_stem,,mushroom_stem,
961,Fireball Block,texture,exact,,,,,fireball_block,,,,resolved,fireball_block,fireball_block,fireball_block,,fireball_block,
962,Iceball Block,texture,exact,,,,,iceball_block,,,,resolved,iceball_block,iceball_block,iceball_block,,iceball_block,
963,Watermelon Seeds,3d_model,high (exact),,,,,,Watermelon Seeds,,,special,,,,,,
965,Attached Watermelon Stem,texture,low,,,,,,,attached_banana_stem,attached_melon_stem,special,,,,,,
969,Pumpkin Seeds,3d_model,high (exact),,,,,,Pumpkin Seeds,,,special,,,,,,
971,Attached Pumpkin Stem,texture,low,,,,,,,attached_banana_stem,attached_melon_stem,special,,,,,,
975,Pumpkin,texture,multi_face,pumpkin_top,pumpkin_side,,,,,,,resolved,pumpkin_top,pumpkin_side,pumpkin_side,,,
976,Carved Pumpkin,texture,exact,,,,,carved_pumpkin,,,,resolved,pumpkin_top,pumpkin_side,pumpkin_side,carved_pumpkin,,
980,Jack o'Lantern,texture,low,,,,,,,sea_lantern,,resolved,pumpkin_top,pumpkin_side,pumpkin_side,pumpkin_face_on,,
984,Melon Seeds,3d_model,high (exact),,,,,,Melon Seeds,,,special,,,,,,
986,Attached Melon Stem,texture,exact,,,,,attached_melon_stem,,,,special,,,,,,
990,Melon,texture,multi_face,melon_top,melon_side,,,,,,,resolved,melon_top,melon_side,,,melon_side,
991,Iron Watermelon,texture,multi_face,iron_watermelon_top,iron_watermelon_side,,,,,,,resolved,iron_watermelon_top,iron_watermelon_side,iron_watermelon_side,,,
992,Patterned Black Glass,texture,low,,,,,,,patterned_glass_black,glass_black,resolved,,,patterned_glass_black,,patterned_glass_black,
993,Patterned Blue Glass,texture,low,,,,,,,patterned_glass_blue,patterned_glass_light_blue,resolved,,,,,patterned_glass_blue,
994,Patterned Brown Glass,texture,low,,,,,,,patterned_glass_brown,glass_brown,resolved,,,,,patterned_glass_brown,
995,Patterned Cyan Glass,texture,low,,,,,,,patterned_glass_cyan,glass_cyan,resolved,,,,,patterned_glass_cyan,
996,Patterned Gray Glass,texture,low,,,,,,,patterned_glass_gray,patterned_glass_light_gray,resolved,,,,,patterned_glass_gray,
997,Patterned Light Gray Glass,texture,low,,,,,,,patterned_glass_light_gray,glass_light_gray,resolved,,,,,patterned_glass_light_gray,
998,Patterned Green Glass,texture,low,,,,,,,patterned_glass_green,glass_green,resolved,,,,,patterned_glass_green,
999,Patterned Light Blue Glass,texture,low,,,,,,,patterned_glass_light_blue,glass_light_blue,resolved,,,,,patterned_glass_light_blue,
1000,Patterned Lime Glass,texture,low,,,,,,,patterned_glass_lime,glass_lime,resolved,,,,,patterned_glass_lime,
1001,Patterned Magenta Glass,texture,low,,,,,,,patterned_glass_magenta,glass_magenta,resolved,,,,,patterned_glass_magenta,
1002,Patterned Orange Glass,texture,low,,,,,,,patterned_glass_orange,glass_orange,resolved,,,,,patterned_glass_orange,
1003,Patterned Pink Glass,texture,low,,,,,,,patterned_glass_pink,glass_pink,resolved,,,,,patterned_glass_pink,
1004,Patterned Purple Glass,texture,low,,,,,,,patterned_glass_purple,glass_purple,resolved,,,,,patterned_glass_purple,
1005,Patterned Red Glass,texture,low,,,,,,,patterned_glass_red,glass_red,resolved,,,,,patterned_glass_red,
1006,Patterned White Glass,texture,low,,,,,,,patterned_glass_white,glass_white,resolved,,,,,patterned_glass_white,
1007,Patterned Yellow Glass,texture,low,,,,,,,patterned_glass_yellow,glass_yellow,resolved,,,,,patterned_glass_yellow,
1008,Potion Table,3d_model,high (exact),,,,,,Potion Table,,,resolved,,,,,,Potion Table
1012,Pine Ladder,3d_model,high (exact),,,,,,Pine Ladder,,,resolved,,,,,,Pine Ladder
1016,Plum Ladder,3d_model,high (exact),,,,,,Plum Ladder,,,resolved,,,,,,Plum Ladder
1020,Cedar Ladder,3d_model,high (exact),,,,,,Cedar Ladder,,,resolved,,,,,,Cedar Ladder
1024,Aspen Ladder,3d_model,high (exact),,,,,,Aspen Ladder,,,resolved,,,,,,Aspen Ladder
1028,Jungle Ladder,3d_model,high (exact),,,,,,Jungle Ladder,,,resolved,,,,,,Jungle Ladder
1032,Palm Ladder,3d_model,high (exact),,,,,,Palm Ladder,,,resolved,,,,,,Palm Ladder
1036,Pear Ladder,3d_model,high (exact),,,,,,Pear Ladder,,,resolved,,,,,,Pear Ladder
1040,Black Carpet,3d_model,high (exact),,,,,,Black Carpet,,,resolved,,,,,,Black Carpet
1041,Blue Carpet,3d_model,high (exact),,,,,,Blue Carpet,,,special,,,,,,
